Country ,Country Code,Medal1,Year of Year -,INDEX(),Distinct count of Event
Spain,ESP,Silver,2016,"2,980",4
Estonia,EST,Bronze,1924,306,4
Ethiopia,ETH,Gold,2000,"2,039",4
Ethiopia,ETH,Gold,2008,"2,487",4
Finland,FIN,Bronze,1988,"1,517",4
Finland,FIN,Bronze,2010,"2,635",4
Finland,FIN,Gold,1980,"1,319",4
Finland,FIN,Gold,1992,"1,631",4
Finland,FIN,Gold,2002,"2,176",4
Finland,FIN,Silver,1956,766,4
Finland,FIN,Silver,1960,851,4
Finland,FIN,Silver,1964,940,4
Finland,FIN,Silver,1968,"1,034",4
Finland,FIN,Silver,1998,"1,955",4
France,FRA,Bronze,1932,456,4
France,FRA,Bronze,1980,"1,321",4
France,FRA,Bronze,1994,"1,736",4
France,FRA,Bronze,2006,"2,397",4
France,FRA,Gold,1956,768,4
France,FRA,Gold,1964,942,4
France,FRA,Gold,2002,"2,179",4
France,FRA,Gold,2014,"2,885",4
France,FRA,Silver,1896,14,4
France,FRA,Silver,1956,769,4
France,FRA,Silver,1988,"1,522",4
France,FRA,Silver,2014,"2,886",4
UK,GBR,Bronze,1936,526,4
UK,GBR,Gold,1928,394,4
UK,GBR,Gold,1948,598,4
UK,GBR,Gold,1972,"1,135",4
UK,GBR,Gold,1976,"1,230",4
Georgia,GEO,Bronze,2016,"2,993",4
Greece,GRC,Bronze,2004,"2,276",4
Greece,GRC,Gold,1996,"1,828",4
Greece,GRC,Gold,2000,"2,052",4
Greece,GRC,Silver,1996,"1,829",4
Hungary,HUN,Bronze,1924,320,4
Hungary,HUN,Bronze,2016,"3,003",4
Hungary,HUN,Gold,1976,"1,233",4
Hungary,HUN,Silver,1908,171,4
Hungary,HUN,Silver,1924,322,4
Hungary,HUN,Silver,1996,"1,834",4
Hungary,HUN,Silver,2012,"2,755",4
India,IND,Bronze,2012,"2,758",4
Iran,IRN,Bronze,1952,689,4
Iran,IRN,Bronze,2016,"3,011",4
Iran,IRN,Gold,2012,"2,764",4
Italy,ITA,Bronze,1980,"1,336",4
Italy,ITA,Gold,2002,"2,186",4
Italy,ITA,Silver,1968,"1,051",4
Italy,ITA,Silver,2002,"2,187",4
Jamaica,JAM,Bronze,2012,"2,769",4
Jamaica,JAM,Gold,2012,"2,770",4
Jamaica,JAM,Silver,2012,"2,771",4
Japan,JPN,Bronze,1932,470,4
Japan,JPN,Bronze,1998,"1,963",4
Japan,JPN,Gold,1956,789,4
Japan,JPN,Gold,1960,871,4
Japan,JPN,Gold,1988,"1,537",4
Japan,JPN,Gold,1992,"1,661",4
Japan,JPN,Silver,1936,538,4
Japan,JPN,Silver,2014,"2,895",4
Kazakhstan,KAZ,Bronze,1996,"1,854",4
Kazakhstan,KAZ,Silver,1996,"1,856",4
Kazakhstan,KAZ,Silver,2000,"2,077",4
Kazakhstan,KAZ,Silver,2004,"2,305",4
Kazakhstan,KAZ,Silver,2008,"2,529",4
Kenya,KEN,Bronze,1972,"1,152",4
Kenya,KEN,Silver,1968,"1,058",4
Kenya,KEN,Silver,1992,"1,665",4
Kenya,KEN,Silver,1996,"1,859",4
Kenya,KEN,Silver,2004,"2,308",4
Kenya,KEN,Silver,2008,"2,532",4
Kenya,KEN,Silver,2012,"2,780",4
South Korea,KOR,Bronze,1976,"1,245",4
South Korea,KOR,Gold,1994,"1,748",4
Latvia,LVA,Silver,2004,"2,314",4
Morocco,MAR,Bronze,2000,"2,092",4
Malaysia,MYS,Silver,2016,"3,042",4
Netherlands,NLD,Bronze,1900,63,4
Netherlands,NLD,Bronze,1964,965,4
Netherlands,NLD,Bronze,1968,"1,066",4
Netherlands,NLD,Bronze,2000,"2,102",4
Netherlands,NLD,Bronze,2006,"2,410",4
Netherlands,NLD,Bronze,2008,"2,554",4
Netherlands,NLD,Bronze,2016,"3,045",4
Netherlands,NLD,Gold,1920,270,4
Netherlands,NLD,Gold,1924,334,4
Netherlands,NLD,Gold,1996,"1,878",4
Netherlands,NLD,Gold,2004,"2,322",4
Netherlands,NLD,Gold,2010,"2,654",4
Netherlands,NLD,Silver,1936,544,4
Netherlands,NLD,Silver,1972,"1,163",4
Netherlands,NLD,Silver,1976,"1,254",4
Netherlands,NLD,Silver,1988,"1,552",4
Netherlands,NLD,Silver,1998,"1,972",4
Norway,NOR,Bronze,2016,"3,048",4
Norway,NOR,Gold,1912,224,4
Norway,NOR,Gold,1960,877,4
Norway,NOR,Gold,1972,"1,165",4
Norway,NOR,Gold,1976,"1,256",4
Norway,NOR,Gold,2000,"2,106",4
Norway,NOR,Silver,1932,480,4
Norway,NOR,Silver,1976,"1,257",4
New Zealand,NZL,Bronze,2008,"2,560",4
New Zealand,NZL,Gold,2016,"3,050",4
Poland,POL,Bronze,1928,416,4
Poland,POL,Bronze,1932,483,4
Poland,POL,Gold,1960,884,4
Poland,POL,Gold,2014,"2,909",4
Poland,POL,Silver,1936,551,4
Poland,POL,Silver,1956,802,4
North Korea,PRK,Gold,1992,"1,700",4
North Korea,PRK,Gold,2012,"2,815",4
North Korea,PRK,Silver,2004,"2,332",4
Romania,ROU,Gold,1968,"1,079",4
Romania,ROU,Gold,1976,"1,270",4
Romania,ROU,Gold,1992,"1,703",4
Romania,ROU,Gold,1996,"1,897",4
Romania,ROU,Gold,2008,"2,573",4
Romania,ROU,Silver,1964,981,4
Russia,RUS,Bronze,1994,"1,755",4
Russia,RUS,Bronze,2002,"2,199",4
Russia,RUS,Silver,2002,"2,201",4
Serbia,SRB,Bronze,1980,"1,365",4
Serbia,SRB,Silver,2016,"3,071",4
Slovenia,SVN,Bronze,2014,"2,915",4
Sweden,SWE,Bronze,1968,"1,087",4
Sweden,SWE,Bronze,2010,"2,670",4
Sweden,SWE,Gold,1960,897,4
Sweden,SWE,Gold,1976,"1,279",4
Sweden,SWE,Gold,1988,"1,578",4
Sweden,SWE,Gold,2000,"2,133",4
Sweden,SWE,Gold,2004,"2,349",4
Sweden,SWE,Silver,1960,898,4
Sweden,SWE,Silver,1988,"1,579",4
Sweden,SWE,Silver,1996,"1,911",4
Sweden,SWE,Silver,2008,"2,589",4
Sweden,SWE,Silver,2012,"2,836",4
Thailand,THA,Bronze,2004,"2,352",4
Turkey,TUR,Bronze,2016,"3,086",4
Turkey,TUR,Gold,1996,"1,919",4
Turkey,TUR,Silver,1948,636,4
Ukraine,UKR,Bronze,2016,"3,089",4
USA,USA,Bronze,1998,"1,982",4
USA,USA,Silver,1980,"1,375",4
Uzbekistan,UZB,Gold,2016,"3,096",4
South Africa,ZAF,Bronze,1952,733,4
South Africa,ZAF,Bronze,1956,820,4
South Africa,ZAF,Gold,1912,234,4
South Africa,ZAF,Silver,1920,284,4
South Africa,ZAF,Silver,1952,735,4
Australia,AUS,Bronze,1948,567,5
Australia,AUS,Bronze,1968,"1,003",5
Australia,AUS,Bronze,1980,"1,287",5
Australia,AUS,Bronze,1988,"1,481",5
Australia,AUS,Gold,1968,"1,004",5
Austria,AUT,Bronze,2014,"2,864",5
Austria,AUT,Silver,1948,572,5
Austria,AUT,Silver,1952,653,5
Austria,AUT,Silver,1964,916,5
Austria,AUT,Silver,1988,"1,486",5
Austria,AUT,Silver,1998,"1,937",5
Belgium,BEL,Bronze,1900,31,5
Belgium,BEL,Silver,1908,148,5
Bulgaria,BGR,Bronze,1972,"1,107",5
Bulgaria,BGR,Bronze,1996,"1,781",5
Bulgaria,BGR,Gold,2000,"1,998",5
Bulgaria,BGR,Silver,1964,921,5
Belarus,BLR,Bronze,2012,"2,694",5
Belarus,BLR,Gold,2014,"2,868",5
Belarus,BLR,Silver,2004,"2,228",5
Belarus,BLR,Silver,2008,"2,450",5
Belarus,BLR,Silver,2012,"2,696",5
Brazil,BRA,Gold,2004,"2,230",5
Brazil,BRA,Silver,1984,"1,389",5
Brazil,BRA,Silver,2012,"2,699",5
Canada,CAN,Bronze,1936,503,5
Canada,CAN,Bronze,1956,750,5
Canada,CAN,Bronze,2010,"2,623",5
Canada,CAN,Bronze,2014,"2,869",5
Canada,CAN,Gold,1928,368,5
Canada,CAN,Silver,1998,"1,943",5
Canada,CAN,Silver,2012,"2,703",5
China,CHN,Bronze,2006,"2,385",5
China,CHN,Gold,1988,"1,499",5
China,CHN,Gold,2010,"2,627",5
Cuba,CUB,Bronze,1980,"1,301",5
Cuba,CUB,Gold,2012,"2,711",5
Cuba,CUB,Gold,2016,"2,964",5
Czech Republic,CZE,Bronze,1924,300,5
Czech Republic,CZE,Bronze,1968,"1,021",5
Czech Republic,CZE,Bronze,2004,"2,245",5
Czech Republic,CZE,Gold,1964,929,5
Czech Republic,CZE,Silver,1928,373,5
Czech Republic,CZE,Silver,1936,508,5
Germany,DEU,Bronze,1908,153,5
Germany,DEU,Bronze,2014,"2,878",5
Germany,DEU,Gold,1932,448,5
Germany,DEU,Silver,1896,8,5
Germany,DEU,Silver,1904,85,5
Germany,DEU,Silver,1908,155,5
Denmark,DNK,Bronze,1912,202,5
Denmark,DNK,Bronze,2004,"2,251",5
Denmark,DNK,Gold,1948,585,5
Denmark,DNK,Silver,1932,451,5
Spain,ESP,Bronze,2000,"2,033",5
Spain,ESP,Gold,1996,"1,814",5
Spain,ESP,Gold,2008,"2,482",5
Ethiopia,ETH,Bronze,2016,"2,982",5
Finland,FIN,Bronze,1964,938,5
Finland,FIN,Bronze,1972,"1,128",5
Finland,FIN,Bronze,1992,"1,630",5
Finland,FIN,Bronze,1994,"1,734",5
Finland,FIN,Gold,1988,"1,518",5
Finland,FIN,Silver,1972,"1,130",5
Finland,FIN,Silver,1984,"1,413",5
France,FRA,Bronze,1960,852,5
France,FRA,Bronze,1976,"1,226",5
France,FRA,Bronze,1998,"1,956",5
France,FRA,Gold,1896,13,5
France,FRA,Gold,1908,162,5
France,FRA,Gold,1984,"1,415",5
France,FRA,Silver,1908,163,5
France,FRA,Silver,1912,210,5
France,FRA,Silver,1932,458,5
France,FRA,Silver,1972,"1,133",5
France,FRA,Silver,1980,"1,323",5
France,FRA,Silver,2002,"2,180",5
UK,GBR,Bronze,1906,120,5
UK,GBR,Bronze,1932,459,5
UK,GBR,Bronze,1976,"1,229",5
UK,GBR,Gold,1932,460,5
UK,GBR,Gold,1936,527,5
UK,GBR,Gold,1964,945,5
UK,GBR,Gold,1968,"1,039",5
UK,GBR,Gold,1988,"1,524",5
UK,GBR,Gold,1992,"1,637",5
UK,GBR,Silver,1968,"1,040",5
UK,GBR,Silver,1972,"1,136",5
UK,GBR,Silver,1976,"1,231",5
Croatia,HRV,Gold,2016,"3,001",5
Hungary,HUN,Bronze,1964,948,5
Hungary,HUN,Gold,1928,397,5
Hungary,HUN,Silver,1906,128,5
Hungary,HUN,Silver,1928,398,5
Hungary,HUN,Silver,1932,464,5
Hungary,HUN,Silver,1976,"1,234",5
Hungary,HUN,Silver,2008,"2,506",5
Iran,IRN,Silver,2012,"2,765",5
Italy,ITA,Bronze,1920,264,5
Italy,ITA,Bronze,1924,326,5
Italy,ITA,Bronze,1936,533,5
Italy,ITA,Bronze,1952,691,5
Italy,ITA,Bronze,1976,"1,237",5
Italy,ITA,Bronze,2002,"2,185",5
Italy,ITA,Gold,1912,220,5
Italy,ITA,Gold,2006,"2,404",5
Italy,ITA,Silver,1972,"1,147",5
Italy,ITA,Silver,1980,"1,338",5
Italy,ITA,Silver,1988,"1,534",5
Italy,ITA,Silver,1994,"1,741",5
Jamaica,JAM,Gold,2008,"2,522",5
Japan,JPN,Bronze,1996,"1,851",5
Japan,JPN,Bronze,2000,"2,073",5
Japan,JPN,Gold,1998,"1,964",5
Japan,JPN,Gold,2000,"2,074",5
Japan,JPN,Silver,1964,959,5
Kazakhstan,KAZ,Bronze,2012,"2,775",5
Kazakhstan,KAZ,Silver,2016,"3,027",5
Kenya,KEN,Bronze,2008,"2,530",5
Kenya,KEN,Bronze,2012,"2,778",5
Kenya,KEN,Gold,1988,"1,540",5
South Korea,KOR,Bronze,1996,"1,860",5
Netherlands,NLD,Bronze,1920,269,5
Netherlands,NLD,Bronze,1928,408,5
Netherlands,NLD,Gold,1948,617,5
Netherlands,NLD,Gold,1984,"1,445",5
Netherlands,NLD,Gold,1988,"1,551",5
Netherlands,NLD,Gold,1998,"1,971",5
Netherlands,NLD,Silver,1932,477,5
Netherlands,NLD,Silver,1964,967,5
Netherlands,NLD,Silver,1996,"1,879",5
Netherlands,NLD,Silver,2002,"2,193",5
Netherlands,NLD,Silver,2008,"2,556",5
Norway,NOR,Bronze,1912,223,5
Norway,NOR,Bronze,1936,545,5
Norway,NOR,Bronze,1994,"1,752",5
Norway,NOR,Bronze,1998,"1,973",5
Norway,NOR,Gold,1948,620,5
Norway,NOR,Gold,2004,"2,325",5
Norway,NOR,Silver,1952,707,5
Norway,NOR,Silver,2002,"2,196",5
Norway,NOR,Silver,2008,"2,559",5
Norway,NOR,Silver,2014,"2,907",5
New Zealand,NZL,Bronze,1992,"1,689",5
New Zealand,NZL,Bronze,2012,"2,806",5
New Zealand,NZL,Bronze,2016,"3,049",5
New Zealand,NZL,Silver,1992,"1,691",5
Poland,POL,Bronze,1936,550,5
Poland,POL,Bronze,1956,800,5
Poland,POL,Bronze,1996,"1,887",5
Poland,POL,Bronze,2004,"2,328",5
Poland,POL,Gold,1968,"1,076",5
Poland,POL,Silver,1972,"1,173",5
Poland,POL,Silver,1988,"1,564",5
Poland,POL,Silver,1996,"1,889",5
Poland,POL,Silver,2000,"2,112",5
Romania,ROU,Bronze,1956,803,5
Romania,ROU,Gold,1956,804,5
Romania,ROU,Silver,2004,"2,338",5
Romania,ROU,Silver,2012,"2,820",5
Russia,RUS,Gold,2002,"2,200",5
Russia,RUS,Silver,2010,"2,664",5
Serbia,SRB,Silver,1984,"1,467",5
Sweden,SWE,Bronze,1960,896,5
Sweden,SWE,Bronze,1964,988,5
Sweden,SWE,Bronze,2002,"2,203",5
Sweden,SWE,Bronze,2006,"2,422",5
Sweden,SWE,Gold,1924,347,5
Sweden,SWE,Gold,1964,989,5
Sweden,SWE,Gold,1968,"1,088",5
Sweden,SWE,Gold,1972,"1,187",5
Sweden,SWE,Gold,2010,"2,671",5
Sweden,SWE,Silver,1906,138,5
Sweden,SWE,Silver,1964,990,5
Sweden,SWE,Silver,2000,"2,134",5
Turkey,TUR,Bronze,2004,"2,356",5
Ukraine,UKR,Silver,2004,"2,361",5
Ukraine,UKR,Silver,2008,"2,603",5
Ukraine,UKR,Silver,2012,"2,852",5
Ukraine,UKR,Silver,2016,"3,091",5
USA,USA,Silver,1906,141,5
USA,USA,Silver,1994,"1,765",5
Armenia,ARM,Bronze,2008,"2,432",6
Australia,AUS,Bronze,1960,823,6
Australia,AUS,Gold,1952,649,6
Australia,AUS,Gold,1964,912,6
Australia,AUS,Silver,1948,569,6
Australia,AUS,Silver,1988,"1,483",6
Austria,AUT,Bronze,1956,741,6
Austria,AUT,Bronze,1968,"1,006",6
Austria,AUT,Bronze,2010,"2,617",6
Austria,AUT,Gold,1936,500,6
Austria,AUT,Gold,1992,"1,592",6
Austria,AUT,Silver,1968,"1,008",6
Austria,AUT,Silver,2010,"2,619",6
Azerbaijan,AZE,Bronze,2012,"2,685",6
Belgium,BEL,Gold,1900,32,6
Bulgaria,BGR,Bronze,1992,"1,596",6
Bulgaria,BGR,Gold,1972,"1,108",6
Bulgaria,BGR,Gold,1976,"1,204",6
Bulgaria,BGR,Silver,2000,"1,999",6
Belarus,BLR,Bronze,2004,"2,226",6
Belarus,BLR,Silver,1996,"1,787",6
Brazil,BRA,Bronze,2000,"2,005",6
Brazil,BRA,Bronze,2016,"2,951",6
Brazil,BRA,Silver,2000,"2,006",6
Brazil,BRA,Silver,2016,"2,953",6
Canada,CAN,Gold,1998,"1,942",6
Canada,CAN,Silver,1932,443,6
Canada,CAN,Silver,1976,"1,210",6
Canada,CAN,Silver,1994,"1,728",6
Canada,CAN,Silver,2004,"2,234",6
China,CHN,Silver,1998,"1,945",6
Cuba,CUB,Bronze,2012,"2,710",6
Cuba,CUB,Gold,1976,"1,212",6
Cuba,CUB,Silver,1992,"1,611",6
Czech Republic,CZE,Gold,1948,582,6
Czech Republic,CZE,Silver,1964,930,6
Germany,DEU,Bronze,2006,"2,391",6
Germany,DEU,Gold,1912,200,6
Germany,DEU,Silver,1906,110,6
Germany,DEU,Silver,2014,"2,880",6
Denmark,DNK,Silver,1912,204,6
Denmark,DNK,Silver,1924,305,6
Denmark,DNK,Silver,2016,"2,974",6
Spain,ESP,Bronze,1996,"1,813",6
Spain,ESP,Bronze,2004,"2,259",6
Spain,ESP,Bronze,2016,"2,978",6
Spain,ESP,Silver,1996,"1,815",6
Finland,FIN,Bronze,1960,849,6
Finland,FIN,Bronze,1998,"1,953",6
Finland,FIN,Gold,1932,454,6
Finland,FIN,Gold,1956,765,6
Finland,FIN,Gold,1964,939,6
Finland,FIN,Gold,1976,"1,224",6
Finland,FIN,Silver,1976,"1,225",6
Finland,FIN,Silver,1980,"1,320",6
Finland,FIN,Silver,2006,"2,396",6
France,FRA,Bronze,1928,390,6
France,FRA,Bronze,1956,767,6
France,FRA,Bronze,1964,941,6
France,FRA,Bronze,2010,"2,637",6
France,FRA,Gold,1952,678,6
France,FRA,Gold,1980,"1,322",6
France,FRA,Silver,1936,525,6
France,FRA,Silver,1952,679,6
France,FRA,Silver,1968,"1,037",6
UK,GBR,Bronze,1996,"1,824",6
UK,GBR,Gold,1956,771,6
UK,GBR,Gold,1980,"1,325",6
UK,GBR,Gold,1984,"1,418",6
UK,GBR,Silver,1960,857,6
Georgia,GEO,Bronze,2000,"2,050",6
Greece,GRC,Gold,2004,"2,277",6
Greece,GRC,Silver,2000,"2,053",6
Greece,GRC,Silver,2004,"2,278",6
Hungary,HUN,Bronze,1932,462,6
Hungary,HUN,Bronze,1936,529,6
Hungary,HUN,Bronze,1988,"1,527",6
Hungary,HUN,Bronze,2012,"2,753",6
Hungary,HUN,Gold,1932,463,6
Hungary,HUN,Gold,1960,861,6
Hungary,HUN,Gold,1972,"1,140",6
Hungary,HUN,Silver,1948,602,6
Hungary,HUN,Silver,1988,"1,529",6
Hungary,HUN,Silver,2000,"2,058",6
Hungary,HUN,Silver,2004,"2,284",6
Italy,ITA,Bronze,1988,"1,532",6
Italy,ITA,Bronze,2006,"2,403",6
Italy,ITA,Bronze,2014,"2,891",6
Italy,ITA,Silver,1906,131,6
Italy,ITA,Silver,1920,266,6
Italy,ITA,Silver,1928,403,6
Italy,ITA,Silver,1984,"1,426",6
Italy,ITA,Silver,1998,"1,962",6
Jamaica,JAM,Gold,2016,"3,019",6
Jamaica,JAM,Silver,2000,"2,072",6
Japan,JPN,Gold,1936,537,6
Japan,JPN,Silver,1952,698,6
Japan,JPN,Silver,1976,"1,244",6
Japan,JPN,Silver,1996,"1,853",6
Kenya,KEN,Gold,2008,"2,531",6
Kenya,KEN,Gold,2016,"3,029",6
Kenya,KEN,Silver,2016,"3,030",6
South Korea,KOR,Gold,1984,"1,435",6
South Korea,KOR,Gold,2006,"2,407",6
South Korea,KOR,Gold,2010,"2,650",6
South Korea,KOR,Silver,1984,"1,436",6
South Korea,KOR,Silver,1992,"1,668",6
South Korea,KOR,Silver,2010,"2,651",6
Netherlands,NLD,Bronze,1924,333,6
Netherlands,NLD,Bronze,1976,"1,252",6
Netherlands,NLD,Bronze,1984,"1,444",6
Netherlands,NLD,Gold,1936,543,6
Netherlands,NLD,Gold,1968,"1,067",6
Netherlands,NLD,Gold,2012,"2,801",6
Netherlands,NLD,Silver,1968,"1,068",6
Netherlands,NLD,Silver,2012,"2,802",6
Norway,NOR,Bronze,1928,411,6
Norway,NOR,Bronze,1948,619,6
Norway,NOR,Bronze,1952,705,6
Norway,NOR,Bronze,1964,968,6
Norway,NOR,Bronze,1972,"1,164",6
Norway,NOR,Bronze,1980,"1,351",6
Norway,NOR,Bronze,1984,"1,447",6
Norway,NOR,Bronze,1992,"1,686",6
Norway,NOR,Bronze,2010,"2,656",6
Norway,NOR,Silver,1928,413,6
Norway,NOR,Silver,1948,621,6
Norway,NOR,Silver,1964,970,6
Norway,NOR,Silver,1972,"1,166",6
Norway,NOR,Silver,1988,"1,555",6
New Zealand,NZL,Gold,2012,"2,807",6
Poland,POL,Bronze,2012,"2,809",6
Poland,POL,Bronze,2016,"3,053",6
Poland,POL,Gold,2000,"2,111",6
Poland,POL,Silver,1964,977,6
Poland,POL,Silver,1976,"1,264",6
Poland,POL,Silver,1992,"1,697",6
Poland,POL,Silver,2008,"2,566",6
North Korea,PRK,Bronze,1992,"1,699",6
Romania,ROU,Bronze,1960,887,6
Romania,ROU,Bronze,1964,979,6
Romania,ROU,Bronze,1968,"1,078",6
Romania,ROU,Bronze,1988,"1,566",6
Romania,ROU,Bronze,2004,"2,336",6
Romania,ROU,Gold,1980,"1,360",6
Romania,ROU,Silver,1968,"1,080",6
Romania,ROU,Silver,1972,"1,179",6
Romania,ROU,Silver,1980,"1,361",6
Romania,ROU,Silver,1992,"1,704",6
Romania,ROU,Silver,2000,"2,119",6
Russia,RUS,Gold,1984,"1,463",6
Russia,RUS,Silver,1998,"1,978",6
Russia,RUS,Silver,2006,"2,420",6
Serbia,SRB,Bronze,1988,"1,573",6
Serbia,SRB,Silver,1988,"1,575",6
Sweden,SWE,Bronze,2014,"2,918",6
Sweden,SWE,Gold,1980,"1,369",6
Sweden,SWE,Gold,1984,"1,469",6
Sweden,SWE,Silver,1908,182,6
Sweden,SWE,Silver,2016,"3,079",6
Turkey,TUR,Gold,1948,635,6
Ukraine,UKR,Gold,2012,"2,851",6
USA,USA,Bronze,1906,139,6
USA,USA,Gold,1980,"1,374",6
USA,USA,Gold,1994,"1,764",6
USA,USA,Gold,1998,"1,983",6
USA,USA,Silver,1896,26,6
South Africa,ZAF,Silver,2016,"3,105",6
Australia,AUS,Gold,1992,"1,589",7
Australia,AUS,Gold,2012,"2,683",7
Australia,AUS,Silver,1968,"1,005",7
Australia,AUS,Silver,1972,"1,102",7
Austria,AUT,Bronze,1936,499,7
Austria,AUT,Bronze,2006,"2,377",7
Austria,AUT,Silver,2006,"2,379",7
Azerbaijan,AZE,Silver,2016,"2,937",7
Belgium,BEL,Silver,1900,33,7
Belgium,BEL,Silver,1924,296,7
Bulgaria,BGR,Bronze,1976,"1,203",7
Bulgaria,BGR,Silver,1992,"1,598",7
Bulgaria,BGR,Silver,1996,"1,783",7
Brazil,BRA,Gold,2016,"2,952",7
Canada,CAN,Bronze,1928,367,7
Canada,CAN,Bronze,1976,"1,208",7
Canada,CAN,Bronze,2002,"2,161",7
Canada,CAN,Bronze,2006,"2,382",7
Canada,CAN,Bronze,2008,"2,454",7
Canada,CAN,Gold,2002,"2,162",7
Canada,CAN,Gold,2006,"2,383",7
Canada,CAN,Silver,1992,"1,604",7
Canada,CAN,Silver,2010,"2,625",7
Cuba,CUB,Bronze,2000,"2,018",7
Cuba,CUB,Silver,1980,"1,303",7
Cuba,CUB,Silver,2004,"2,244",7
Czech Republic,CZE,Bronze,2016,"2,966",7
Czech Republic,CZE,Gold,1952,664,7
Germany,DEU,Bronze,1904,83,7
Germany,DEU,Bronze,1912,199,7
Germany,DEU,Bronze,2010,"2,631",7
Germany,DEU,Gold,1896,7,7
Germany,DEU,Gold,1956,759,7
Germany,DEU,Silver,1994,"1,733",7
Denmark,DNK,Bronze,2016,"2,972",7
Spain,ESP,Gold,2016,"2,979",7
Spain,ESP,Silver,1992,"1,625",7
Finland,FIN,Bronze,1980,"1,318",7
Finland,FIN,Silver,1952,676,7
France,FRA,Bronze,1936,523,7
France,FRA,Bronze,1952,677,7
France,FRA,Bronze,1968,"1,035",7
France,FRA,Bronze,1988,"1,520",7
France,FRA,Bronze,2014,"2,884",7
France,FRA,Gold,1912,209,7
France,FRA,Gold,1936,524,7
France,FRA,Gold,1988,"1,521",7
France,FRA,Gold,2008,"2,493",7
France,FRA,Silver,1948,596,7
France,FRA,Silver,1996,"1,823",7
UK,GBR,Bronze,2000,"2,047",7
UK,GBR,Silver,1932,461,7
UK,GBR,Silver,1956,772,7
UK,GBR,Silver,1980,"1,326",7
Hungary,HUN,Bronze,1960,860,7
Hungary,HUN,Bronze,1992,"1,643",7
Hungary,HUN,Gold,1980,"1,331",7
Hungary,HUN,Gold,1996,"1,833",7
Hungary,HUN,Silver,1964,950,7
Italy,ITA,Bronze,1928,401,7
Italy,ITA,Gold,1906,130,7
Italy,ITA,Gold,1928,402,7
Italy,ITA,Gold,1968,"1,050",7
Italy,ITA,Gold,1972,"1,146",7
Italy,ITA,Gold,1994,"1,740",7
Japan,JPN,Bronze,1960,870,7
Japan,JPN,Bronze,1968,"1,053",7
Japan,JPN,Gold,1932,471,7
Japan,JPN,Gold,2012,"2,773",7
Japan,JPN,Silver,1932,472,7
Japan,JPN,Silver,1960,872,7
Japan,JPN,Silver,1968,"1,055",7
Japan,JPN,Silver,2008,"2,526",7
Kazakhstan,KAZ,Bronze,2008,"2,527",7
Kazakhstan,KAZ,Gold,2012,"2,776",7
South Korea,KOR,Bronze,1984,"1,434",7
South Korea,KOR,Bronze,2012,"2,781",7
South Korea,KOR,Gold,1996,"1,861",7
Netherlands,NLD,Bronze,1936,542,7
Netherlands,NLD,Bronze,1988,"1,550",7
Netherlands,NLD,Gold,1972,"1,162",7
Netherlands,NLD,Gold,2008,"2,555",7
Netherlands,NLD,Silver,1992,"1,685",7
Netherlands,NLD,Silver,2014,"2,904",7
Netherlands,NLD,Silver,2016,"3,047",7
Norway,NOR,Bronze,2002,"2,194",7
Norway,NOR,Gold,1928,412,7
Norway,NOR,Gold,1968,"1,070",7
Norway,NOR,Silver,1968,"1,071",7
Poland,POL,Gold,1964,976,7
Poland,POL,Gold,1976,"1,263",7
Poland,POL,Gold,1996,"1,888",7
Poland,POL,Silver,1960,885,7
Romania,ROU,Bronze,1972,"1,177",7
Romania,ROU,Gold,1988,"1,567",7
Romania,ROU,Silver,1996,"1,898",7
Russia,RUS,Bronze,2010,"2,662",7
Serbia,SRB,Bronze,1984,"1,465",7
Serbia,SRB,Gold,1984,"1,466",7
Sweden,SWE,Bronze,1906,136,7
Sweden,SWE,Bronze,1980,"1,368",7
Sweden,SWE,Bronze,1992,"1,710",7
Sweden,SWE,Gold,2006,"2,423",7
Sweden,SWE,Silver,1932,488,7
Sweden,SWE,Silver,1936,557,7
Sweden,SWE,Silver,1972,"1,188",7
Sweden,SWE,Silver,1992,"1,712",7
Sweden,SWE,Silver,2014,"2,920",7
Turkey,TUR,Gold,1960,902,7
Ukraine,UKR,Gold,2008,"2,602",7
USA,USA,Bronze,2006,"2,426",7
USA,USA,Silver,2014,"2,925",7
Uzbekistan,UZB,Bronze,2016,"3,095",7
Australia,AUS,Gold,1960,824,8
Australia,AUS,Gold,1972,"1,101",8
Australia,AUS,Gold,2016,"2,932",8
Australia,AUS,Silver,1956,740,8
Australia,AUS,Silver,1960,825,8
Australia,AUS,Silver,1984,"1,380",8
Austria,AUT,Bronze,1948,570,8
Austria,AUT,Bronze,1992,"1,591",8
Austria,AUT,Silver,1936,501,8
Austria,AUT,Silver,2014,"2,866",8
Bulgaria,BGR,Gold,1980,"1,295",8
Belarus,BLR,Bronze,1996,"1,785",8
Canada,CAN,Bronze,1988,"1,494",8
Canada,CAN,Bronze,1996,"1,791",8
Canada,CAN,Bronze,2000,"2,008",8
China,CHN,Silver,1984,"1,395",8
Cuba,CUB,Bronze,1996,"1,798",8
Cuba,CUB,Gold,1980,"1,302",8
Cuba,CUB,Silver,1996,"1,800",8
Czech Republic,CZE,Gold,1968,"1,022",8
Germany,DEU,Bronze,1956,758,8
Germany,DEU,Bronze,1994,"1,731",8
Germany,DEU,Bronze,1998,"1,949",8
Germany,DEU,Bronze,2002,"2,169",8
Germany,DEU,Gold,2014,"2,879",8
